Services,,,,
Item — Magical,Black Fan,Masks of Nyarlathotep,"Gain +2 Influence and +2 Will.
You may add 2 successes to your test result when performing an Acquire Assets action.",
Item — Magical,Bone Pipes,Strange Remnants,"Action: Test Lore. If you pass, you may spend 1 Sanity to choose 1 Monster on your space or an adjacent space. The chosen Monster loses 2 Health or moves 1 space.",
Item — Relic Tome,Book of the Dead,Under the Pyramids,"Gain +2 Observation and +2 Will.
Whenever a Monster is defeated, gain 1 Clue.",
Item — Magical,Crux of Cykranosh,The Dreamlands,"When you pass a Strength test during a Combat Encounter, improve Lore.
When you pass a Lore test while resolving a Spell effect, improve Strength.",
Item,Crystal of the Elder Things,Mountains of Madness,Mythos card text effects cannot cause you to lose Health or Sanity.,
Item — Magical Teamwork,Crystallizer of Dreams,The Dreamlands,"Once per round, during the Action Phase, you may trade any number of Conditions, Focus, Improvement tokens, and/or Impairment tokens with another investigator on any space.",
Item — Tome,Cultes des Goules,Core,"Action: Test Lore. If you pass, you may spend 1 Sanity to gain 2 Clues.",
Item — Magical,Cursed Sphere,Forsaken Lore,"Gain +2 to all skills.
Reckoning: Roll 1 die. On a 1 or 2, gain a Cursed Condition.",
Item — Tome,De Vermis Mysteriis,Core,"Action: Test Lore. If you pass, you may spend 1 Sanity to improve 1 skill of your choice.",
Item — Tome,Dhol Chants,Mountains of Madness,"When resolving a Combat Encounter, you may test Lore. If you pass, you may spend 1 Sanity to roll 3 additional dice when resolving the Strength test during that encounter.",
Item — Magical Relic,Dragon Idol,Strange Remnants,"Action: You lose 1 Sanity and 1 Monster on your space or an adjacent space loses 2 Health.
You may spend 1 Sanity to reroll any number of dice when resolving a Strength test during a Combat Encounter.",
Item — Tome,Elder Key,The Dreamlands,"Action: You may spend 1 Health to move to a space containing a Gate or a Dream Portal.
Once per round, you may spend 1 Health in place of spending 1 Clue.",
Item — Elixir,Elixir of Life,Forsaken Lore,"Action: Test Will. If you pass, you may spend 1 Sanity to recover all Health and discard all Illness, Injury, and Madness Conditions.",
Item — Tome,Eltdown Shards,Mountains of Madness,"Action: Test Lore. If you pass, you may spend 1 Sanity to discard 1 Monster of your choice with toughness 3 or less on any space.",
Item — Magical Weapon,Fetch Stick,Cities in Ruin,"Gain +6 Strength during Combat Encounters.
If you defeat a Monster during a Combat Encounter, gain 1 Clue.",
Item — Magical,Flute of the Outer Gods,Core,Action: Spend 2 Health and 2 Sanity to defeat all Monsters on your space.,
Item — Relic Tome,G'harne Fragments,Cities in Ruin,"As part of a Travel action, you may spend 1 Health to move 1 additional space along any path.",
Item — Magical,Gate Box,Core,"Investigators on your space roll 1 additional die when resolving tests during Other World Encounters.
If you close a Gate during an Other World Encounter, gain 1 Clue.",
Item — Magical,Glass of Mortlan,Core,"Each 6 you roll when resolving a Spell effect counts as 2 successes.
You may prevent the loss of 1 Sanity when resolving your Spell effects.",
Item,Grotesque Statue,Core,"When you gain this card from the deck, gain 5 Clues.
Once per round, you may spend 1 Clue to prevent all Sanity loss from a single effect.",
Item,Heart of Winter,Mountains of Madness,"You cannot gain a Hypothermia Condition unless you choose to.
Gain +2 to all skills if you have a Hypothermia Condition.",
Item,Hemisphere Map,Masks of Nyarlathotep,"Once per round, during the Action Phase, you may move to an adjacent space.",
Item — Magical,Hyperborean Crystal,Mountains of Madness,You may discard 1 Spell to reroll any number of dice when resolving a test except when resolving a Spell effect.,
Trinket — Magical,Key to Carcosa,Signs of Carcosa,"Once per round, you may spend 1 Sanity to reroll any number of dice when resolving a test.",
Item — Magical Relic Weapon,Khopesh of the Abyss,Strange Remnants,"Gain +5 Strength during Combat Encounters.
Once per round, when you defeat a Monster during a Combat Encounter, you may move to the nearest space containing a Monster.",
Item — Tome,King in Yellow,Signs of Carcosa,"Gain +2 to all skills if you have a Blight Condition.
Reckoning: Gain a Blight Condition.",
Item — Magical Weapon,Lightning Gun,Core,"Gain +6 Strength when resolving a Combat Encounter.
Action: You and each Monster on your space lose 1 Health.",
Item — Tome,Livre d'Ivon,Mountains of Madness,"Action: Test Lore -1. If you pass, you may spend 1 Sanity to move to any space of your choice.",
Item — Magical Relic,Mask of Sthenelus,Signs of Carcosa,Action: You may spend 1 Improvement or Impairment token to improve 1 skill of your choice or gain 1 Talent Condition.,
Item — Magical,Mask of the Watcher,Strange Remnants,"Reduce the horror of Monsters you encounter to 1.
When you pass a Will test during a Combat Encounter, gain 1 Focus.",
Item — Tome,Massa di Requiem per Shuggay,Forsaken Lore,"Action: Test Lore -1. If you pass, you may spend 1 Sanity to discard 1 Monster on a space of your choice containing a Gate.
Reckoning: Roll 1 die. On a 1, advance Doom by 1.",
Item — Magical Teamwork,Mi-go Brain Case,Core,"Action: You and another investigator may trade possessions. In addition, he may move to your space; if he does, move to his previous space.",
Item — Elixir,Milk of Shub-Niggurath,Forsaken Lore,"Action: Test Will. If you pass, you may spend 1 Sanity to recover all Health and improve Strength twice; then a Monster ambushes you!",
Item — Tome,Necronomicon,Core,"Action: Test Lore. If you pass, you may spend 1 Sanity to gain 2 Spells.",
Item — Magical,Pallid Mask,Core,"During the Encounter Phase, you may choose an encounter as if there are no Monsters on your space.",
Item — Magical,Pentacle of Planes,The Dreamlands,"Action: Defeat 1 Monster on your space. You lose Sanity equal to its toughness.
Reduce the damage and horror of Monsters you encounter by 2 to a minimum of 1.",
Item — Tome,Pnakotic Manuscripts,Mountains of Madness,"Gain +1 Lore and +1 Will.
Action: If you are on a space containing a Gate, gain 1 Clue.",
Item — Magical,Ruby of R'lyeh,Core,"Once per round, during the Action Phase, you may spend 1 Sanity and perform 1 additional action.",
Item — Magical,Satchel of the Void,Forsaken Lore,"You cannot gain a Lost in Time and Space Condition unless you choose to.
Action: Look at the top Gate in the Gate stack. Gain 1 Clue if that Gate corresponds to the current Omen.",
Item — Magical Relic,Scales of Thoth,Under the Pyramids,"Gain +2 to all skills if your Health and Sanity are equal.
Reckoning: Lose 1 Health and/or 1 Sanity.",
Item — Magical,Serpent Crown,Forsaken Lore,"Action: Test Will -1. If you pass, you may spend 1 Sanity to gain 1 random Ally Asset from the deck.
Reckoning: Discard 1 Ally Asset.",
Item — Magical,Shining Trapezohedron,Under the Pyramids,"Action: Choose 1 Monster on any space and roll 1 die. On a 5 or 6, discard that Monster. On a 1-4, move that Monster to your space.",
Item — Magical Weapon,Sword of Saint Jerome,Core,"Gain +2 Will and +5 Strength when resolving Combat Encounters.
If you defeat a Monster during a Combat Encounter, recover 1 Sanity.",
Item — Magical Weapon,Sword of Y'ha-Talla,Forsaken Lore,"Gain +2 Will and +3 Strength during Combat Encounters.
If you defeat a Monster during a Combat Encounter, gain 1 Clue.",
Item — Tome,T'tka Halot,Core,"Action: Test Lore. If you pass, you may spend 1 Sanity to choose 1 Monster on your space to lose 3 Health.",
Item — Magical,Tattered Cloak,Signs of Carcosa,"You may spend 1 fewer Sanity to pay for an effect.
If an effect would cause you to lose Sanity, lose 1 fewer Sanity instead.",
Item — Magical,The Silver Key,Core,"Once per round, you may spend 1 less Clue to pay for an effect.
You may reroll 1 die when resolving a test during an Other World Encounter.",
Item — Elixir,Tikkoun Elixir,Cities in Ruin,"Action: Test Will. If you pass, you may spend 1 Sanity to gain 1 Boon Condition.",
Item — Tome,True Magick,Masks of Nyarlathotep,"Gain +5 Lore when resolving Spell effects.
If you would spend or lose Sanity as part of a Spell effect, you may spend or lose 1 fewer Sanity as part of that effect.",
Item — Magical Relic,Twin Scepters,Under the Pyramids,"Gain +4 Strength during Combat Encounters.
Gain +4 Lore when resolving Spell effects.",
Item — Magical Tome,Vach-Viraj Chant,Cities in Ruin,"Gain +5 Strength during Combat Encounters.
Reduce the horror and damage of Monsters you encounter by 1 to a minimum of 1.",
Item — Tome,Zanthu Tablets,Forsaken Lore,"Gain +3 Lore when resolving Spell effects.
Action: Test Lore. If you pass, you may spend 1 Sanity to gain 2 Spells, then discard 1 Spell.",
,,,,
Tasks,,,,
Category,Name,Expansion,,
Task,Genealogy Research,Mountains of Madness,"When you defeat a Monster with toughness 2 or more during a Combat Encounter, you may examine the creature's remains (Observation). If you pass, gain 2 Clues and discard this card.",
Task,Investment,Mountains of Madness,Reckoning: Your investment has paid off. You may discard this card to gain a Funding Condition.,
Task,Mineralogy Research,Mountains of Madness,"After resolving a General Encounter or an Expedition Encounter on a Wilderness space, you may examine the area's soil (Observation). If you pass, gain 2 Clues and discard this card.",
Task,Newspaper Report,Mountains of Madness,"After resolving a Research Encounter, you may spend 1 Clue you gained from that encounter and discard this card to retreat Doom by 1.",
Task,Patrolling the Streets,Mountains of Madness,"When you defeat a Monster with toughness 3 or more during a Combat Encounter, you may discard this card to retreat Doom by 1.",
Task,Seek the Truth,The Dreamlands,"Whenever you gain a Clue during a Research Encounter, spawn 1 Clue. Then, you may spend 3 Clues and discard this card to advance the active Mystery by 1.",
Task,Specialized Training,Strange Remnants,"When you perform a Focus action, you may consult experts to train you (Will). If you pass, discard this card and improve 1 skill of your choice.",
,,,,
Tasks Unique Assets,,,,
Category,Name,Expansion,,
Task,Bury Them Deep,The Dreamlands,"When a non-Epic Monster is defeated or discarded, you may spend 1 Focus to place that Monster on this card. Then you may flip this card.",
Task,Courier Run,Mountains of Madness,"When you gain this card from the deck, place 1 random Clue that corresponds to a City space faceup on this card.
After resolving a location encounter on that space, flip this card.",
Task,Dimensional Study,The Dreamlands,"Once per round, when a Gate is closed or discarded, you may spend 1 Clue to place 1 Clue on this card. Then you may flip this card.",
Task,Enlist the Masses,Signs of Carcosa,"When you perform a Rest action, you may attempt to gather the people to your cause (Influence). If you pass, place 1 Eldritch token on this card; then you may flip this card.",
Task,Exploring the Ruins,Strange Remnants,"After resolving an Expedition Encounter or a Mystic Ruins Encounter, you may spend 1 Focus to place 1 Focus on this card. Then you may flip this card.",
Task,For the Greater Good,Mountains of Madness,"At the end of the Mythos Phase, you may spend Clues equal to the number of investigators to sacrifice yourself for the good of all mankind; flip this card.",
Task,Funding the Cause,Signs of Carcosa,"When you perform an Acquire Assets action, you may spend successes greater than the number of Eldritch tokens on this card to place 1 Eldritch token on this card. Then you may flip this card.",
Task,Invoke the Elements,Under the Pyramids,"When you perform a Rest action, you may attempt to call upon the arcane energies of the world (Lore). If you pass, place 1 Eldritch token on this card; then you may flip this card.",
Task,Know Thy Enemy,Under the Pyramids,"Whenever you gain a Clue during a Research Encounter, place 1 Eldritch token on this card. Then you may flip this card.",
Task,Light of Reason,Cities in Ruin,"Whenever you gain Clue during a Research Encounter, you may spend 1 Clue to place 1 Clue on this card. Then you may flip this card.",
Task,Mastering the Art,Signs of Carcosa,"Once per round, when you improve a skill, place 1 Eldritch token on this card. Then you may flip this card.",
Task,Prayer,Strange Remnants,"When you perform a Rest action, you may beseech a higher power for assistance (Will). If you pass, place 1 Eldritch token on this card; then you may flip this card.",
Task,Purifying the World,Mountains of Madness,"When you defeat a non-Epic Monster during a Combat Encounter, place that Monster on this card. Then you may flip this card.",
Task,Push It to the Limit,Masks of Nyarlathotep,"When you perform a Rest action, you may push your body to its limit (Strength). If you pass, place 1 Eldritch token on this card; then you may flip this card.",
Task,Sacrifices to Make,Mountains of Madness,"When you perform a Focus action, you may spend 1 Health to place 1 Health on this card. Then you may flip this card.",
Task,Sealing the Old Ones,Mountains of Madness,"When you pass a Lore test when resolving a Spell effect, you may discard that Spell after resolving its effects to place 1 Eldritch token on this card. Then you may flip this card.",
Task,Seeking the Masters,Cities in Ruin,"When you perform an Acquire Assets action, you may spend 2 or more successes to place an equal number of Eldritch tokens on this card. If you do, flip this card.",
Task,Tempted by Darkness,Masks of Nyarlathotep,"At the end of the Mythos Phase, you may spend 2 Health and 2 Sanity to flip this card. If you do not flip this card, gain 1 Eldritch token.",
Task,Turning the Tide,Signs of Carcosa,"At the end of the Mythos Phase, if Doom has advanced this round, or the Ancient One has awoken, you may spend Clues equal to half the number of investigators to flip this card.",
Task,Unspeakable Research,The Dreamlands,"When you perform a Rest action, you may delve deeper into the secrets of the ancient ones (Observation). If you pass, place 1 Eldritch token on this card; then you may flip this card.",
Task,Walking the Ley Lines,Mountains of Madness,"When you close a Gate during an Other World Encounter, place that Gate on this card. Then you may flip this card.",
Task,Wave of Destruction,Cities in Ruin,"When you pass a Lore test while resolving a Spell effect, you may spend 1 Health to place 1 Health on this card. Then you may flip this card.",
,,,,
Trinkets,,,,
Category,Name,Expansion,Main Effect (Front),
Trinket — Relic Tome,Ancient Manuscript,Masks of Nyarlathotep,"Gain +1 Lore and +1 Will.
Once per round, you may reroll 1 die when resolving a test.",
Trinket — Tome,Arcane Scroll,Under the Pyramids,You may add 1 to the result of 1 die when resolving a Lore test as part of a Spell effect.,
Trinket — Magical,Dream Box,The Dreamlands,"When you close a Gate during an Other World Encounter, gain 1 Focus. If that Gate corresponds to the current Omen, recover 1 Sanity.",
Trinket — Magical,Elder Sign,Forsaken Lore,"You may reroll 1 die when resolving a Will test during a Combat Encounter.
Reduce the horror of Monsters you encounter by 1 to a minimum of 1.",
Trinket — Tome,Expedition Map,Strange Remnants,"Once per round, you may add 1 to the result of 1 die when resolving a test during an Expedition Encounter or a Mystic Ruins Encounter.",
Trinket,Fine Jewelry,Signs of Carcosa,You may add 1 to the result of 1 die when performing an Influence test during an Acquire Assets action.,
Trinket,Gambler's Dice,Mountains of Madness,"You roll a minimum of 2 dice when resolving tests.
Once per round, you may reroll 2 dice with matching results when resolving a test.",
Trinket — Magical,Grisly Totem,Cities in Ruin,"Gain +1 Strength and +1 Will.
Once per round, you may reroll 1 die when resolving a test.",
Trinket,Gruesome Talisman,Strange Remnants,You may add 1 to the result of 1 die when resolving a Will test during a Combat Encounter.,
Trinket,Lucky Cigarette Case,Core,"Once per round, you may add 1 to the result of 1 die when resolving a test.",
Trinket,Lucky Rabbit's Foot,Core,"Once per round, you may reroll 1 die when resolving a test.",
Trinket,Lucky Ring,Forsaken Lore,You may reroll 1 die when resolving a test.,
Trinket — Relic,Lucky Talisman,Under the Pyramids,"Once per round, you may reroll all of your dice when resolving a test.",
Trinket,Magnifying Glass,Under the Pyramids,"Once per round, you or another investigator on your space may spend 1 Clue to reroll any number of dice when resolving a test.",
Trinket,Painkillers,Cities in Ruin,You may reroll 1 die when resolving a Strength test as part of an Illness or Injury Condition effect.,
Trinket,Pocket Watch,Core,You cannot become Delayed unless you choose to.,
Trinket,Puzzle Box,Core,"When you perform a Rest action, you may attempt to open the puzzle box (Observation -2). If you pass, you may discard this card to gain 1 Artifact.",
Trinket,Ritual Candles,Under the Pyramids,"You may discard this card to gain +5 Lore when resolving a Spell effect.
Action: You may discard this card to gain 1 Spell.",
Trinket,Skeleton Keys,The Dreamlands,"Once per round, you may add 1 to the result of 1 die when resolving a test during an Other World Encounter.",
Trinket,Treasured Memento,Masks of Nyarlathotep,"Once per round, when you spend 1 Focus, you may gain 1 Focus.",
,,,,
Trinkets Unique Assets,,,,
Category,Name,Expansion,Main Effect (Front),
Trinket — Tarot,Ace of Swords,The Dreamlands,"When you gain this card from the deck, improve Strength.
Whenever you roll a 1 during a Strength test as part of a Combat Encounter, you may reroll that die.",
Trinket — Tarot,Death XIII,The Dreamlands,"Whenever a Mystery is solved, retreat Doom by 1.",
Trinket — Tarot,Five of Pentacles,The Dreamlands,"When you gain this card from the deck, improve Influence.
Whenever you roll a 1 during an Influence test as part of an Acquire Assets action, you may reroll that die.",
Trinket — Tarot,Four of Cups,The Dreamlands,"When you gain this card from the deck, improve Will.
Whenever you roll a 1 during a Will test as part of a Combat Encounter, you may reroll that die.",
Trinket — Magical Relic,Jeweled Scarab,Under the Pyramids,"You may reroll 1 die when resolving a Lore or Will test.
Reckoning: If you or another investigator on any space has an Ornate Scarab Unique Asset, you may flip this card.",
Trinket — Magical Relic,Ornate Scarab,Under the Pyramids,"You may reroll 1 die when resolving an Observation or Strength test.
Reckoning: If you or another investigator on any space has a Jeweled Scarab Unique Asset, you may flip this card.",
Trinket — Magical Relic,Sacred Icon,Masks of Nyarlathotep,"Once per round, you may reroll 1 die when resolving a test.
When you perform a Focus action, the icon whispers to you. Flip this card.",
Trinket — Tarot,The Moon XVIII,The Dreamlands,"Whenever you lose 1 or more Sanity, you may gain 1 Focus or spend 1 Focus to improve 1 skill of your choice.",
Trinket,Treasure Map,Under the Pyramids,"When you gain this card from the deck, place 1 random Clue faceup on this card.
After resolving a location encounter or an Expedition Encounter on that space, flip this card.",
